ID,smiles,toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP
25240481,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC)C,0,0,46.15,298.379,21,0,5,0,5,0,5,0,0,2.8408
25240482,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,0,0,100.9,432.557,31,2,6,2,6,0,3,2,0,3.1326
25240483,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1,0,71.53,357.435,25,1,6,1,7,2,1,0,1,2.4909
25240484,C[NH+]1CCC(CC1)COc2cc3c(cc2OC)c(ncn3)Nc4ccc(cc4F)Br,0,1,60.71,476.37,30,2,5,2,8,3,1,0,2,3.5871
25240485,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2CCC[C@H]2C(=O)[O-],0,0,103.35,376.453,27,2,5,1,7,1,1,0,0,-0.7563
25240486,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)c5ccco5)C)O)F)C)F,0,0,93.81,538.584,37,1,7,1,10,1,3,1,0,4.9268
25240487,CCSc1ccc2c(c1)N(c3ccccc3S2)CCCN4CC[NH+](CC4)C,0,1,10.92,400.637,27,1,4,1,5,2,1,0,0,3.6217
25240488,c1cc(ccc1CSC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,0,0,17.82,397.758,24,0,3,0,6,3,0,0,2,6.518
25240489,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O,0,-1,141.03,473.542,34,2,8,2,8,0,3,2,0,0.8846
25240490,c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,0,0,119.31,303.681,20,4,8,3,10,2,1,2,4,-0.3494
25240491,CCC(=O)c1ccc2c(c1)N(c3ccccc3S2)CC(C)[NH+](C)C,0,1,24.75,341.5,24,1,3,1,4,2,0,0,0,3.415
25240493,CNC(=O)c1cnn(c1)c2nc(c3c(n2)n(cn3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,0,0,186.46,390.36,28,6,12,5,13,3,1,3,6,-2.4347
25240494,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,0,0,94.83,374.477,27,3,5,3,5,0,3,3,0,1.8036
25240495,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)[C@H]([NH2+]C3(C)C)c4ccccc4)C(=O)[O-])C,0,0,97.36,389.477,27,2,5,1,8,1,3,0,0,-0.9498
25240496,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)Nc4cc(ccc4C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C,0,0,58.2,528.537,37,2,2,2,10,1,3,0,0,6.5761
25240497,c1cc(ccc1C(=O)NCC(=O)[O-])N,0,-1,95.25,193.182,14,3,4,2,5,1,0,0,0,-1.2515
25240498,C[C@](Cc1ccc(cc1)O)(C(=O)[O-])[NH3+],0,0,88,195.218,14,4,3,2,4,1,0,0,0,-1.3148
25240499,Cc1c(c2c(c(c1O)C)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C,0,0,29.46,430.717,31,1,2,1,2,1,0,0,0,8.84026
25240500,CC(C)/[NH+]=C(\N)/[NH+]=C(\N)/Nc1ccc(cc1)Cl,0,2,92.01,255.753,17,7,0,5,6,1,0,0,0,-2.0491
25240502,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)F,0,0,64.43,303.293,22,0,5,0,7,2,0,0,2,1.7737
25240503,C[C@@H](CN1c2ccccc2Sc3c1cc(cc3)OC)C[NH+](C)C,0,1,16.91,329.489,23,1,3,1,4,2,0,0,0,3.0785
25240504,C[N+]1(CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O)C,0,1,46.53,318.437,23,1,3,1,4,1,2,1,0,2.4563
25240505,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,0,0,498.958,26,0,0,0,18,0,0,0,0,6.3482
25240506,Cc1c(c(c(c2c1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C,0,0,35.53,472.754,34,0,3,0,3,1,0,0,0,9.05996
25240507,CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]oc(=O)n5)C(=O)OCc6c(oc(=O)o6)C,0,0,155.59,568.542,42,1,11,1,12,6,0,0,4,4.70522
25240509,CC(C)[NH2+]CC(COc1ccc(cc1)CC(=O)N)O,0,1,89.16,267.349,19,5,3,3,5,1,0,1,0,-0.5741
25240510,c1ccc(cc1)C(=O)NC(Cc2ccc(cc2)O)C(=O)Nc3ccc(cc3)C(=O)[O-],0,-1,118.56,403.414,30,3,5,3,7,3,0,0,0,1.7355
25240511,c1cnc(cn1)C(=O)N,0,0,68.87,123.115,9,2,3,1,4,1,0,0,2,-0.4245
25240512,CC(c1ccccc1)(c2ccccn2)OCC[NH+](C)C,0,1,26.56,271.384,20,1,2,1,3,2,0,0,1,1.5062
25240513,CCC1(C(=O)N(C(=O)O1)C)C,0,0,46.61,157.169,11,0,3,0,4,0,1,0,0,0.7637
25240514,c1c(nc(s1)[NH+]=C(N)N)CSCCC(=NS(=O)(=O)N)N,0,1,177.44,338.464,20,9,5,5,12,1,0,0,1,-2.6874
25240515,c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CCC6)[C@@H](O2)[C@H](CC5)O)O)O,0,1,74.36,358.458,26,4,4,4,5,1,3,2,0,0.2902
25240516,CC(C)(C)C#C/C=C/C[NH+](C)Cc1cccc2c1cccc2,0,1,4.44,292.446,22,1,0,1,1,2,0,0,0,3.4602
25240517,c1ccc(cc1)c2c(nc3c(n2)c(nc(n3)N)N)N,0,0,129.62,253.269,19,6,7,3,7,3,0,0,4,0.8334
25240518,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC=C2S(=O)(=O)N3CCCC3,1,0,49.41,372.534,26,1,3,1,5,2,1,0,0,3.8837
25240519,Cc1ccn2c(c1)nc3c2c4c(c5c3c6c(c(c5O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)N4)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,0,0,198.38,785.891,57,5,13,5,14,4,0,2,2,6.15784
25240520,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C,0,-1,40.13,299.434,22,0,2,0,2,0,0,0,0,4.2679
25240521,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,0,0,0,536.888,40,0,0,0,0,0,0,0,0,12.6058
25240522,CCc1c([nH]c2c1C(=O)C(CC2)C[NH+]3CCOCC3)C,0,1,46.53,277.388,20,2,2,2,4,1,1,0,1,0.54572
25240523,C[C@@H]1CCN([C@H](C1)C(=O)[O-])C(=O)[C@H](CCC[NH+]=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@@H](C3)C,0,0,184.65,508.645,35,7,6,5,12,1,1,0,0,-2.5512
25240524,CN(CC(CO)O)C(=O)c1c(c(c(c(c1I)NC(=O)COC)I)C(=O)NCC(CO)O)I,0,0,168.66,791.115,32,6,8,6,14,1,0,4,0,-0.4065
25240525,C[NH+]1CCN(CC1)C2=[NH+]c3ccccc3Oc4c2cc(cc4)Cl,0,2,30.88,329.831,23,2,2,2,5,2,1,0,0,0.4349
25240526,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/c1c(cc(c(c1C)C)OC)C,0,0,35.53,354.49,26,0,3,0,3,1,0,0,0,5.64556
25240527,CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O,0,0,29.46,314.469,23,1,2,1,2,1,0,0,0,5.7358
25240528,c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,0,-1,43.37,303.209,19,0,3,0,5,1,0,0,0,2.0432
25240529,C[NH+]1CCC(=C2c3ccccc3CCn4c2[nH+]cc4C=O)CC1,0,2,40.58,309.413,23,2,2,1,4,2,1,0,2,0.7812
25240530,CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,0,0,145.78,720.962,50,4,9,4,13,4,0,1,2,5.9052
25240531,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,0,0,91.67,372.461,27,2,5,2,5,0,3,2,0,2.0118
25240532,C[NH+]1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4,0,1,13.67,308.445,23,1,1,1,2,2,2,0,0,3.0007
25240533,C[NH+](C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,0,1,37.46,325.407,24,1,2,1,4,2,0,0,0,2.39588
25240534,CCCC(CCC)C(=O)[O-],0,-1,40.13,143.206,10,0,2,0,2,0,0,0,0,0.9527
25240535,CCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)OC(=O)OCC,0,0,116.2,488.577,35,1,8,1,8,0,3,1,0,3.6993
25240536,C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0,-1,80.59,391.572,28,2,4,2,4,0,4,2,0,3.1432
25240537,C[NH+]1CCC(CC1)OC(c2ccccc2)c3ccccc3,0,1,13.67,282.407,21,1,1,1,2,2,1,0,0,2.4697
25240538,C1CN(CCN1CC2=CC3=C(C=C2)OC(O3)(F)F)C(=O)NC4=C(C=CN=C4)Cl,1,0,66.93,410.808,28,1,5,1,10,2,1,0,1,3.4062
25240539,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[n-]nn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,0,-1,160.47,557.587,41,1,11,1,12,5,0,1,6,3.79912
25240540,c1ccc(c(c1)C2=NCC(=O)Nc3c2cc(cc3)[N+](=O)[O-])Cl,0,0,84.6,315.716,22,1,4,1,7,2,0,0,0,3.0377
25240541,c1nc(c2c(n1)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,0,0,139.54,267.245,19,5,9,4,9,2,1,3,4,-1.98
25240542,C(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-],0,-3,212.77,390.325,27,2,11,2,13,0,0,0,0,-12.1923
25240543,CCC[NH2+]C(C)C(=O)Nc1ccccc1C,0,1,45.71,221.324,16,3,1,2,3,1,0,0,0,1.29542
25240544,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,0,0,90.93,456.322,30,1,7,1,9,1,0,0,0,4.2452
25240545,CC(C)(C)c1ccc(cc1)S(=O)(=O)[N-]c2c(c(nc(n2)c3ncccn3)OCCO)Oc4ccccc4OC,0,-1,147.72,550.617,39,1,10,1,12,4,0,1,4,4.7972
25240546,c1ccc2c(c1)C(=O)NC2(c3ccc(c(c3)S(=O)(=O)N)Cl)O,0,0,109.49,338.772,22,4,4,3,8,2,0,1,0,0.9242
25240547,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,0,0,60.36,161.201,11,1,3,1,4,0,0,1,0,-1.8065
25240548,Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,0,-1,176.39,717.799,53,2,10,2,12,2,0,0,4,5.27222
25240549,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1,0,210.54,454.447,33,7,10,5,13,3,0,0,4,0.2684
25240550,C[NH+](C)CCC=C1c2ccccc2CCc3c1cccc3,0,1,4.44,278.419,21,1,0,1,1,2,0,0,0,2.7515
25240551,CCC(c1ccccc1)c2c(c3ccccc3oc2=O)[O-],0,-1,53.27,279.315,21,0,3,0,3,3,0,0,0,3.4085
25240552,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COP(=O)([O-])[O-])O)C)O,0,-2,147.02,440.429,30,2,8,2,9,0,3,2,0,0.6346
25240553,CC(C)(C)c1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)OC,0,0,43.37,310.393,23,0,3,0,3,2,0,0,0,4.4484
25240554,c1ccc2c(c1)CCCC2C3=[NH+]CCN3,0,1,26,201.293,15,2,1,2,2,1,0,0,0,0.1888
25240555,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O,0,1,71.2,474.602,34,3,5,3,6,4,1,0,0,4.6581
25240556,CC(=O)N[C@@H](CS)C(=O)[O-],0,-1,69.23,162.19,10,1,4,2,5,0,0,0,0,-1.8292
25240558,c1cc(c(c(c1)Cl)CC(=O)[NH+]=C(N)N)Cl,0,1,83.08,247.105,15,5,1,3,6,1,0,0,0,-0.5835
25240559,CC[C@@H](CO)NC(=O)[C@H]1C[NH+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C,0,1,69.56,340.447,25,4,2,4,5,2,0,1,1,0.5076
25240560,CC[NH+](CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,0,1,78.43,399.49,29,4,2,4,7,2,0,0,1,1.91784
25240561,c1cc2c(nc1)C(=C3CC[NH2+]CC3)c4ccc(cc4CC2)Cl,0,1,29.5,311.836,22,2,1,1,3,2,1,0,1,2.9927
25240562,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)OCC[NH+]3CCOCC3)[O-])C(=O)OC2,0,0,98.56,433.501,31,1,7,1,8,1,1,0,0,0.47492
25240563,C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@@H]31)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-])O,0,-2,211.54,458.423,33,6,9,5,11,1,0,3,0,-5.6881
25240564,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,0,0,36.92,382.462,24,0,4,0,6,0,0,0,0,4.0962
25240565,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])C(=O)[C-]2C(=O)CCCC2=O,0,-1,94.35,328.222,23,0,5,0,9,1,1,0,0,2.69289
25240566,C1CN(CCN(CCN(CC[NH+]1CC(=O)[O-])CC(=O)[O-])C(CO)C(CO)O)CC(=O)[O-],0,-2,195.24,448.473,31,4,12,4,13,0,1,3,0,-9.2453
25240567,c1c2=N/C(=C/3\C=CON3)/N=c2c4c(n1)CCOC4,0,0,68.1,242.238,18,1,6,1,6,1,0,0,1,-0.3753
25240568,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCc4ccccc4)CCC5=CC(=O)CC[C@H]35,0,0,43.37,406.566,30,0,3,0,3,1,3,0,0,5.6728
25240569,c1ccc2c(c1)CCN3C2CN(CC3=O)C(=O)C4CCCCC4,0,0,40.62,312.413,23,0,2,0,4,1,2,0,0,2.5349
25240570,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)OCCCCO[N+](=O)[O-],1,0,87.9,347.367,25,0,6,0,7,2,0,0,0,3.4836
25240571,CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)[O-])O)O)c3ccc(cc3)F,0,-1,85.52,410.465,30,2,5,2,6,3,0,2,1,3.2934
25240572,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCc4c3ccc(c4)O)C,0,0,46.53,356.506,26,1,3,1,3,1,2,0,0,5.3503
25240573,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C\\[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,0,0,204.66,958.24,68,3,14,3,15,0,3,3,0,6.1972
25240574,c1cc(ccc1C2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,0,1,77.3,306.769,21,5,3,4,5,2,0,0,0,1.7082
25240575,CC(C)c1cccc(c1OCOP(=O)([O-])[O-])C(C)C,0,-2,81.65,286.264,19,0,5,0,6,1,0,0,0,2.115
25240576,CCC1(C(=O)NC(=O)CS1)c2ccccc2,0,0,46.17,235.308,16,1,3,1,4,1,1,0,0,1.6815
25240577,[Se],1,0,0,78.96,1,0,0,0,1,0,0,0,0,-0.3808
25240578,CCC[NH2+][C@H]1CCc2c(sc(n2)N)C1,0,1,55.52,212.342,14,4,3,2,4,1,0,0,1,0.556
25240579,Cc1c(nc[nH]1)CSCCN/C(=N/C#N)/NC,0,0,88.89,252.347,17,3,4,3,7,1,0,0,2,0.5974
25240580,c1ccc(cc1)[C@H]2c3ccccc3CCN2C(=O)O[C@H]4C[NH+]5CCC4CC5,0,1,33.98,363.481,27,1,2,1,4,2,3,0,0,2.4478
25240581,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-],0,-10,833.78,1498.193,91,9,49,9,60,0,5,6,0,-19.1603
25240582,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCC[NH+](CC)CC)I,0,1,43.88,646.327,31,1,3,1,6,3,0,0,0,5.5191
25240583,Cc1c(c(c(c2c1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,0,0,35.53,472.754,34,0,3,0,3,1,0,0,0,9.05996
25240584,C[NH2+]C[C@@H](c1ccc(c(c1)O)O)O,0,1,77.3,184.215,13,5,3,4,4,1,0,1,0,-0.6756
25240585,c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CC[NH+](CC4)CCO,0,1,31.15,438.539,30,2,4,2,8,2,1,1,0,2.891
25240586,CC(C[NH2+]C1CCCCC1)OC(=O)c2ccccc2,0,1,42.91,262.373,19,2,2,1,3,1,1,0,0,2.128
25240587,C(CC(=O)[O-])C(=O)[O-],0,-2,80.26,116.072,8,0,4,0,4,0,0,0,0,-2.7336
25240588,c1cc(c(cc1N)C(=O)[O-])O,0,-1,86.38,152.129,11,3,4,2,4,1,0,0,0,-0.6621
25240589,c1c([nH]cn1)C[C@@H](C(=O)N2CCC[C@H]2C(=O)N)NC(=O)[C@@H]3CCC(=O)N3,0,0,150.28,362.39,26,5,5,4,10,1,2,0,2,-1.8081
25240590,C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O,0,1,24.67,286.439,21,2,1,2,2,1,1,0,0,2.4655
25240591,C[NH+]1CCC[C@H]1c2cccnc2,0,1,17.33,163.244,12,1,1,1,2,1,1,0,1,0.4312
25240592,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,0,2,138.67,334.369,23,7,7,5,9,0,3,3,0,-4.978
25240593,CC(=O)NCc1c(c(c(c(c1I)NC(=O)C)I)C(=O)[O-])I,0,-1,98.33,626.934,21,2,4,2,9,1,0,0,0,1.4584
25240594,COc1ccc(cc1)C(=C(c2ccc(cc2)OC)Cl)c3ccc(cc3)OC,0,0,27.69,380.871,27,0,3,0,4,3,0,0,0,5.8678
25240595,c1ccc(cc1)C(CC[NH+]2CCCC2)(C3CCCCC3)O,0,1,24.67,288.455,21,2,1,2,2,1,2,1,0,2.5233
25240596,CC(CCc1ccccc1)[NH2+]CC(c2ccc(c(c2)C(=O)N)O)O,0,1,100.16,329.42,24,6,3,4,5,2,0,1,0,1.1092
25240597,COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3,0,0,84.08,295.298,22,2,4,2,6,3,0,0,2,2.9722
25240598,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,0,0,121.38,182.172,12,6,6,6,6,0,0,6,0,-3.5854
25240599,CC[NH+](CC)CCOC(=O)c1ccc(cc1)N,0,1,56.76,237.323,17,3,3,2,4,1,0,0,0,0.3503
25240600,CO/N=C/1\CN(CC1C[NH3+])c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)[O-])F,0,0,127.49,389.387,28,3,8,1,10,2,2,0,2,-1.0855
25240601,COC(=O)[C@H](c1ccccc1Cl)[NH+]2CCc3c(ccs3)C2,0,1,30.74,322.837,21,1,3,1,5,2,0,0,0,2.2568
25240602,CCCCCCCCCCCCCCCCO,0,0,20.23,242.447,17,1,1,1,1,0,0,1,0,5.46
25240603,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,1,0,204.66,958.24,68,3,14,3,15,0,3,3,0,6.1972
25240604,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,0,0,178.36,804.031,57,3,12,3,13,0,3,3,0,4.639
25240605,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,0,1,24.67,258.385,19,2,1,2,2,1,2,0,0,1.6633
25240606,c1ccc2c(c1)C3=[NH+]CCN3C2(c4ccc(cc4)Cl)O,0,1,37.44,285.754,20,2,2,2,4,2,0,1,0,0.6898
25240607,Cc1ccc(c2c1oc-3c(c(=O)c(c(c3n2)C(=O)NC4C(OC(=O)C(N(C(=O)CN(C(=O)C5CCCN5C(=O)C(NC4=O)C(C)C)C)C)C(C)C)C)N)C)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C,0,0,359.98,1255.438,90,6,18,5,28,1,4,0,1,0.72564
25240608,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],0,-1,40.13,205.277,15,0,2,0,2,1,0,0,0,1.7385
25240609,C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt],1,0,144.6,373.266,13,8,4,4,7,0,1,0,0,0.6474
25240610,CC(=O)Oc1ccc(cc1)C(c2ccc(cc2)OC(=O)C)c3ccccn3,0,0,65.49,361.397,27,0,5,0,5,3,0,0,1,4.1124
25240611,CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)(C2CCCCC2)O,0,1,46.53,348.507,25,1,3,1,4,1,1,1,0,3.4841
25240612,CC[NH+](CC)CCN1c2ccc(cc2C(=NCC1=O)c3ccccc3F)Cl,0,1,37.11,388.894,27,1,2,1,6,2,0,0,0,2.5878
25240613,C[C@]12CCCCC[C@H]([C@@H]1[NH3+])Cc3c2cc(cc3)O,0,1,47.87,246.374,18,4,1,2,2,1,1,0,0,2.3968
25240614,C[NH2+]C[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0,1,117.76,196.223,13,7,5,6,6,0,0,5,0,-4.3845
25240615,c1c2c(c(c(c1F)N3CCCC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,0,0,93.01,393.846,27,3,5,1,8,2,2,0,1,1.0932
25240616,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,0,0,57.53,336.447,24,2,3,2,4,0,3,2,0,3.3322
25240617,C(=O)(N)NO,0,0,75.35,76.055,5,4,2,3,4,0,0,0,0,-0.9561
25240618,CC(C)[NH2+]CC(c1ccc(c(c1)O)O)O,0,1,77.3,212.269,15,5,3,4,4,1,0,1,0,0.103
25240619,Cc1cc([nH]c1/C=C\2/c3ccccc3NC2=O)C,0,0,44.89,238.29,18,2,1,2,3,2,0,0,1,3.12424
25240620,Cc1cc(c(c(c1CC2=[NH+]CCN2)C)O)C(C)(C)C,0,1,46.23,261.389,19,3,2,3,3,1,0,0,0,0.93134
25240621,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,0,1,60.2,316.377,23,2,4,2,5,1,2,1,0,-0.3689
25240622,c1ccc2c(c1)CC(=O)c3ccccc3N2C(=O)N,0,0,63.4,252.273,19,2,2,1,4,2,0,0,0,2.6422
25240623,COC(CNC(=O)N)C[Hg]Cl,0,0,64.35,367.198,11,3,2,2,6,0,0,0,0,0.3243
25240624,C[NH+](C)CCOC(=O)C(c1ccccc1)C2(CCCC2)O,0,1,50.97,292.399,21,2,3,2,4,1,1,1,0,0.763
25240626,Cc1cc(c(c(c1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C)Br)C,0,-1,113.8,386.222,23,2,5,2,8,1,0,0,0,-2.30244
25240627,CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCC[NH+](C)C)/c3ccccc3,0,1,13.67,372.532,28,1,1,1,2,3,0,0,0,4.579
25240628,CCC1(C(=O)NC(=O)N(C1=O)C)CC,0,0,66.48,198.222,14,1,3,1,5,0,1,0,0,0.501
25240629,Cc1c(c(no1)c2c(cccc2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-],0,-1,115.57,469.326,30,1,7,1,11,2,2,0,1,1.86742
25240630,C(CCCC(=O)[O-])CCCC(=O)[O-],0,-2,80.26,186.207,13,0,4,0,4,0,0,0,0,-0.7831
