classification,residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
HYDROLASE,221,1.8,26518.26,293,2.67,53.93,4.5
HYDROLASE,634,1.5,69274.7,294,1.98,37,4.5
HYDROLASE,634,2.4,69242.7,294,1.98,37,4.5
HYDROLASE,634,2.4,69140.57,294,1.98,37,4.5
HYDROLASE,266,1.83,29282.96,294,5.26,76,4.5
HYDROLASE,318,1.66,34021.49,294,1.91,35.64,4.5
HYDROLASE,626,2.65,68068.77,294,2.4,48.71,4.5
HYDROLASE,221,1.2,24153.81,294,2,38.42,4.5
HYDROLASE,486,1.9,54387.15,294,2.64,53.48,4.5
HYDROLASE,486,1.24,54860.88,294,2.47,50.18,4.5
HYDROLASE,129,1.45,16592.13,294,2.02,39.06,4.5
HYDROLASE,522,1.97,57676.95,294,3.36,63.39,4.5
HYDROLASE,159,1.39,17589.94,295,2.45,50.07,4.5
HYDROLASE,159,1.8,18041.02,295,2.45,49.77,4.5
HYDROLASE,318,1.6,36340.06,295,2.46,48.13,4.5
HYDROLASE,318,1.6,36272.88,295,2.44,47.75,4.5
HYDROLASE,198,1.9,22249.22,295,2.7,53.8,4.5
HYDROLASE,356,2.1,39836.52,295,2.19,43.89,4.5
HYDROLASE,215,1.8,25410.22,295,2.8,56.08,4.5
HYDROLASE,360,2.57,42602.76,295,2.99,58.8,4.5
HYDROLASE,430,1.25,48330.15,295,2.2,44.12,4.5
HYDROLASE,1020,2.1,117083.57,295,2.12,42.1,4.5
HYDROLASE,208,1.5,23493.5,295,1.88,34.67,4.5
HYDROLASE,826,1.8,94627.16,295,3.09,60.15,4.5
HYDROLASE,431,1.82,48094.91,295,3.65,66.27,4.5
HYDROLASE,217,2.2,24681.9,280,4.11,70.09,4.5
HYDROLASE,217,2.5,24718.92,280,4.12,70.13,4.5
HYDROLASE,120,2.6,13767.58,296,2.14,41.99,4.5
HYDROLASE,267,1.93,29049.66,296,2.53,51.3,4.5
HYDROLASE,1074,2.4,121325.23,296,2.17,43.34,4.5
HYDROLASE,481,1.5,56424.48,297,2.81,56.3,4.5
HYDROLASE,464,2.46,50048.77,297,3.33,63.01,4.5
HYDROLASE,129,1.14,14765.2,313,1.56,20.36,4.5
HYDROLASE,258,1.13,29018.32,313,1.51,18.5,4.5
HYDROLASE,129,1.33,14366.61,313,2.26,45.52,4.5
HYDROLASE,129,1.13,14366.61,313,2.27,45.81,4.5
HYDROLASE,129,1.76,14331.16,313,2.21,44.37,4.5
HYDROLASE,130,2.23,15205.19,298,1.97,37.65,4.5
HYDROLASE,130,1.96,15228.18,298,1.95,36.86,4.5
HYDROLASE,422,1.8,47697.81,298,2.33,47.2,4.5
HYDROLASE,104,2,11542.08,298,2.2,44.16,4.5
HYDROLASE,104,1.8,11510.02,298,2.22,44.47,4.5
HYDROLASE,104,1.86,11485.94,298,2.15,42.68,4.5
HYDROLASE,422,1.48,47979.19,298,2.68,53.74,4.5
HYDROLASE,422,1.8,48069.27,298,2.68,53,4.5
HYDROLASE,422,1.9,48108.81,298,2.68,53,4.5
HYDROLASE,466,2.5,50130.59,298,3.53,65.18,4.5
HYDROLASE,102,1.7,11829.15,298,2.1,41,4.5
HYDROLASE,130,2,15721.63,298,1.67,25.7,4.5
HYDROLASE,129,1.85,14824.62,298,1.88,34.1,4.5
HYDROLASE,215,2,23965.65,298,2.15,42.8,4.5
HYDROLASE,258,1.16,28995.34,298,1.81,31.68,4.5
HYDROLASE,386,1.2,45916.74,298,2.32,46.95,4.5
HYDROLASE,680,2.6,75369.11,298,3.14,60.88,4.5
HYDROLASE,680,2.24,75963.63,298,3.17,61.18,4.5
HYDROLASE,1988,2.11,225874.38,298,3.22,61.76,4.5
HYDROLASE,1988,1.79,226785.19,298,3.17,61.24,4.5
HYDROLASE,265,2.15,29937.12,298,2.1,37.38,4.5
HYDROLASE,253,1.45,29217.18,298,2.11,41.61,4.5
HYDROLASE,253,1.7,29063.09,298,2.06,40.33,4.5
HYDROLASE,253,1.86,28851.83,298,2.11,41.58,4.5
HYDROLASE,482,1.4,53114.23,298,2.77,55.54,4.5
HYDROLASE,502,1.5,56701.55,298,2.59,52.43,4.5
HYDROLASE,358,2,38365.29,298,2.05,39.98,4.5
HYDROLASE,484,1.95,51715.21,298,2.26,45.51,4.5
HYDROLASE,129,1.65,15090.44,298,2,38.44,4.5
HYDROLASE,146,2,15843.93,298,2.29,46.19,4.5
HYDROLASE,1988,2.5,228636.47,298,3.21,61.67,4.5
HYDROLASE,2536,2.2,303869.34,298,2.41,49.02,4.5
HYDROLASE,1268,1.85,150990.61,298,2.19,43.84,4.5
HYDROLASE,704,1.84,76343.13,298,2.2,44.14,4.5
HYDROLASE,680,2.55,75891.51,298,3.34,63.14,4.5
HYDROLASE,680,2.78,75767.42,298,3.31,62.88,4.5
HYDROLASE,680,2.9,75863.46,298,3.19,61.42,4.5
HYDROLASE,129,1.6,14796,298,2,38.48,4.5
HYDROLASE,129,1.3,15154.48,298,1.99,38.17,4.5
HYDROLASE,129,2.1,15351.45,298,2,38.59,4.5
HYDROLASE,129,1.36,15906.9,298,2,38.47,4.5
HYDROLASE,329,1.9,34084.03,298,2.06,40.19,4.5
HYDROLASE,913,1.84,104831.37,298,2.16,43.04,4.5
HYDROLASE,913,2.59,104663.18,298,2.47,50.27,4.5
HYDROLASE,913,2.59,104843.34,298,2.46,49.92,4.5
HYDROLASE,913,1.45,105336.8,298,2.24,45.01,4.5
HYDROLASE,570,1.95,65472.77,298,2.07,40.54,4.5
HYDROLASE,569,1.8,65495.67,298,2.25,45.43,4.5
HYDROLASE,129,2.3,14331.16,298,2.01,38.83,4.5
HYDROLASE,129,2.5,14331.16,298,2.06,40.4,4.5
HYDROLASE,129,1.79,14561.58,298,1.98,37.92,4.5
HYDROLASE,129,1.21,14893.21,298,2.01,38.84,4.5
HYDROLASE,129,1.35,15342.86,298,2,38.54,4.5
HYDROLASE,129,1.42,15559.17,298,1.99,38.25,4.5
HYDROLASE,129,1.92,15559.17,298,2.06,40.21,4.5
HYDROLASE,129,1.99,14803.09,298,1.95,36.91,4.5
HYDROLASE,129,1.65,16315.25,298,2,38.48,4.5
HYDROLASE,129,1.86,14803.09,298,1.93,36.21,4.5
HYDROLASE,129,2.15,15392.59,298,1.97,37.57,4.5
HYDROLASE,129,1.89,15640.67,298,1.99,38.05,4.5
HYDROLASE,577,1.53,66542.94,298,2.26,45.52,4.5
HYDROLASE,129,1.38,15456.43,298,2.04,39.7,4.5
HYDROLASE,129,1.22,14765.54,298,2,38.64,4.5
HYDROLASE,281,1.9,31537.87,298,2.01,38.93,4.5
HYDROLASE,129,2,14833.21,298,1.98,37.99,4.5
HYDROLASE,129,1.55,15041.12,298,1.96,37.17,4.5
HYDROLASE,129,1.7,14845.07,298,1.95,36.79,4.5
HYDROLASE,129,1.6,15067.11,298,1.95,37.07,4.5
HYDROLASE,832,1.69,101949.98,298,3.08,60.12,4.5
HYDROLASE,416,1.53,52111.55,298,3.17,61.19,4.5
HYDROLASE,280,2.36,29303.69,298,2.87,57.21,4.5
HYDROLASE,130,1.8,14643.54,283,1.97,37.45,4.5
HYDROLASE,128,2,14615.55,283,1.81,32.02,4.5
HYDROLASE,129,2.2,14586.49,283,1.96,37.34,4.5
HYDROLASE,130,1.8,14742.7,283,1.92,35.91,4.5
HYDROLASE,130,1.8,14742.7,283,1.92,35.87,4.5
HYDROLASE,130,1.8,14742.7,283,1.93,36.33,4.5
HYDROLASE,130,1.8,14701.6,283,1.91,35.44,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,36.06,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,35.78,4.5
HYDROLASE,130,1.8,14775.75,283,1.9,35.31,4.5
HYDROLASE,130,1.8,14791.73,283,1.9,35.22,4.5
HYDROLASE,130,1.8,14701.6,283,1.92,36.06,4.5
HYDROLASE,130,1.8,14757.71,283,1.91,35.75,4.5
HYDROLASE,130,1.8,14757.71,283,1.91,35.46,4.5
HYDROLASE,130,1.8,14775.75,283,1.91,35.66,4.5
HYDROLASE,130,1.8,14791.73,283,1.91,35.68,4.5
HYDROLASE,130,1.8,14701.6,283,1.91,35.53,4.5
HYDROLASE,130,1.8,14757.71,283,1.91,35.69,4.5
HYDROLASE,130,1.8,14757.71,283,1.91,35.47,4.5
HYDROLASE,130,1.8,14775.75,283,1.94,36.55,4.5
HYDROLASE,130,1.8,14791.73,283,1.87,34.15,4.5
HYDROLASE,130,1.8,14643.54,283,1.94,36.45,4.5
HYDROLASE,130,1.8,14657.57,283,1.92,36.02,4.5
HYDROLASE,130,1.8,14637.56,283,1.93,36.22,4.5
HYDROLASE,130,1.7,14686.63,283,1.91,35.6,4.5
HYDROLASE,130,2,14676.61,283,1.98,37.99,4.5
HYDROLASE,130,1.8,14686.63,283,1.92,35.9,4.5
HYDROLASE,130,1.8,14700.66,283,1.93,36.16,4.5
HYDROLASE,130,2.1,14731.63,283,1.92,36.08,4.5
HYDROLASE,130,1.8,14759.68,283,1.92,35.95,4.5
HYDROLASE,130,1.8,14759.68,283,1.92,36.08,4.5
HYDROLASE,130,1.8,14759.68,283,1.91,35.75,4.5
HYDROLASE,130,1.8,14745.66,283,1.91,35.72,4.5
HYDROLASE,130,1.8,14759.68,283,1.92,35.98,4.5
HYDROLASE,130,1.8,14745.66,283,1.91,35.7,4.5
HYDROLASE,130,1.8,14745.66,283,1.92,35.99,4.5
HYDROLASE,130,1.8,14731.63,283,1.9,35.34,4.5
HYDROLASE,130,1.8,14807.73,283,1.91,35.55,4.5
HYDROLASE,130,1.8,14759.64,283,1.9,35.21,4.5
HYDROLASE,130,1.8,14758.65,283,1.91,35.66,4.5
HYDROLASE,130,1.8,14801.75,283,1.91,35.52,4.5
HYDROLASE,130,1.8,14807.73,283,1.91,35.7,4.5
HYDROLASE,130,1.8,14759.64,283,1.9,35.11,4.5
HYDROLASE,130,1.8,14758.65,283,1.93,36.14,4.5
HYDROLASE,130,1.8,14801.75,283,1.91,35.56,4.5
HYDROLASE,130,1.8,14807.73,283,1.85,33.62,4.5
HYDROLASE,130,1.8,14759.64,283,1.88,34.68,4.5
HYDROLASE,130,1.8,14758.65,283,1.92,36.06,4.5
HYDROLASE,130,1.8,14801.75,283,1.92,35.78,4.5
HYDROLASE,130,1.8,14757.71,283,1.91,35.59,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,35.83,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,35.88,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,35.83,4.5
HYDROLASE,130,1.8,14757.71,283,1.92,35.83,4.5
HYDROLASE,260,1.9,29492.43,283,2.52,51.11,4.5
HYDROLASE,130,1.4,14827.05,283,1.93,36.25,4.5
HYDROLASE,130,1.4,14827.05,283,1.93,36.28,4.5
HYDROLASE,130,1.4,14827.05,283,1.93,36.4,4.5
HYDROLASE,130,1.4,14827.05,283,1.93,36.39,4.5
HYDROLASE,130,1.4,14827.05,283,1.93,36.42,4.5
HYDROLASE,130,1.4,14827.05,283,1.94,36.53,4.5
HYDROLASE,130,1.48,14827.05,283,1.94,36.64,4.5
HYDROLASE,130,1.8,14637.47,283,1.9,35.25,4.5
HYDROLASE,140,2,15578.79,300,2.11,41.81,4.5
HYDROLASE,129,2,14685.63,300,1.92,35.78,4.5
HYDROLASE,567,2.5,65395.37,285,3.68,67,4.5
HYDROLASE,262,1.62,30301.33,287,1.89,35.01,4.5
HYDROLASE,191,1.75,21871.61,291.15,2.51,50.9,4.5
HYDROLASE,326,1.07,37726.44,291.15,2.01,38.7,4.5
HYDROLASE,323,1.93,36489.74,293.15,2.27,45.5,4.5
HYDROLASE,433,1.5,49231.87,293.15,2.08,40.88,4.5
HYDROLASE,326,1.57,37523.63,295.15,2.31,46.7,4.5
HYDROLASE,120,2.25,13403,293,2.11,41.78,4.75
HYDROLASE,120,2.1,13403,293,2.12,41.89,4.75
HYDROLASE,120,2.2,13403,293,2.11,41.79,4.75
HYDROLASE,682,2.2,76228.24,293,2.45,49.83,4.75
HYDROLASE,682,1.5,76576.11,293,2.32,46.88,4.75
HYDROLASE,120,2.3,13403,298,2.14,42.64,4.75
HYDROLASE,279,1.5,31223.71,298,2.11,41.79,4.75
HYDROLASE,279,1.5,31317.12,298,1.88,34.73,4.75
HYDROLASE,137,2.59,14842.89,288,3.08,60.11,5
HYDROLASE,904,1.9,105403.37,288,2.47,50.15,5
HYDROLASE,658,2.6,74989.03,273,3.75,67.16,5
HYDROLASE,230,1.93,27121.57,289,2.01,38.74,5
HYDROLASE,225,2,25597.89,289,2.59,52.56,5
HYDROLASE,446,2.01,51545.19,289,2.82,56.32,5
HYDROLASE,852,1.93,98720.93,289,2.34,47.42,5
HYDROLASE,852,2.29,99914.12,289,2.24,45.07,5
HYDROLASE,736,1.9,74630.51,289,2.82,56.6,5
HYDROLASE,704,2.29,75397.77,289,3.01,59.14,5
HYDROLASE,996,3.27,109126.82,289,2.73,54.89,5
HYDROLASE,852,1.73,98684.81,289,2.49,50.53,5
HYDROLASE,496,2.1,56203.95,289,2.05,39.87,5
HYDROLASE,1464,1.95,169627.91,289,2.13,42.18,5
HYDROLASE,700,1.6,74734.03,289,2.27,45.83,5
HYDROLASE,1428,2.4,156968.11,290,2.47,50.29,5
HYDROLASE,780,1.95,82595.18,290,2.9,57,5
HYDROLASE,780,1.95,82565.15,290,2.9,57,5
HYDROLASE,1460,2.8,170887.23,290,4.46,72.44,5
HYDROLASE,514,3,57681.6,290,3.47,64.58,5
HYDROLASE,1428,2.65,156903.84,291,2.47,50.3,5
HYDROLASE,61,1.55,7058.98,291,2.18,43.64,5
HYDROLASE,585,2.66,68409.51,291,2.44,49.1,5
HYDROLASE,240,2,26392.55,291,2.19,43.96,5
HYDROLASE,240,1.9,26244.46,291,2.18,43.58,5
HYDROLASE,240,1.9,26364.65,291,2.17,43.41,5
HYDROLASE,240,2,26525.71,291,2.22,44.67,5
HYDROLASE,240,2,26432.72,291,2.23,44.86,5
HYDROLASE,240,2.2,26392.55,291,2.24,45.11,5
HYDROLASE,240,2.2,26244.46,291,2.22,44.63,5
HYDROLASE,240,1.9,26464.33,291,2.22,44.64,5
HYDROLASE,240,1.8,26264.25,291,2.18,43.48,5
HYDROLASE,124,0.84,14132.5,291,1.84,33.26,5
HYDROLASE,938,2.81,103167.38,291,2.21,44.35,5
HYDROLASE,938,2.1,104069.91,291,2.23,44.81,5
HYDROLASE,938,2.7,103536.55,291,2.25,45.35,5
HYDROLASE,938,3.43,103877.79,291,2.3,46.6,5
HYDROLASE,248,1.65,27416.65,291,2.18,43.53,5
HYDROLASE,248,1.95,27857.18,291,2.19,43.88,5
HYDROLASE,248,1.84,27489.75,291,2.19,43.73,5
HYDROLASE,248,1.76,28197.98,291,2.19,43.86,5
HYDROLASE,248,2,27889.35,291,2.2,44.15,5
HYDROLASE,248,2.02,27657.03,291,2.15,42.82,5
HYDROLASE,248,1.68,27490.77,291,2.19,43.73,5
HYDROLASE,248,1.93,28016.89,291,2.18,43.64,5
HYDROLASE,248,1.68,27566.87,291,2.18,43.49,5
HYDROLASE,248,1.76,28197.5,291,2.2,44.05,5
HYDROLASE,1204,1.8,136658.8,291,2.26,45.53,5
HYDROLASE,1204,1.5,136390.53,291,2.25,45.37,5
HYDROLASE,2464,2.88,273207.62,291,2.88,57.3,5
HYDROLASE,1204,1.5,136758.91,291,2.27,45.9,5
HYDROLASE,920,1.7,103120.41,291,2.27,45.93,5
HYDROLASE,920,1.75,102346.19,291,2.29,46.36,5
HYDROLASE,920,1.75,102454.91,291,2.28,46.11,5
HYDROLASE,1204,1.55,136546.77,291,2.27,45.75,5
HYDROLASE,1204,1.36,136602.7,291,2.27,45.88,5
HYDROLASE,1204,1.66,136654.86,291,2.28,45.98,5
HYDROLASE,1204,2.12,136390.53,291,2.26,45.49,5
HYDROLASE,1204,1.9,136758.91,291,2.28,46.1,5
HYDROLASE,1204,1.5,136963.17,291,2.28,45.99,5
HYDROLASE,1204,1.8,137210.83,291,2.28,45.94,5
HYDROLASE,1204,1.95,137127.56,291,2.26,45.51,5
HYDROLASE,1204,1.85,136947.41,291,2.25,45.24,5
HYDROLASE,1204,1.65,136895.14,291,2.32,46.99,5
HYDROLASE,1422,1.75,161633.08,291,2.19,43.84,5
HYDROLASE,1422,1.76,161452.89,291,2.18,43.62,5
HYDROLASE,205,1.9,23682.32,291,2.12,42.02,5
HYDROLASE,782,2.8,91137.7,291,1.98,37.95,5
HYDROLASE,546,2.54,59213.57,291,2.69,54.22,5
HYDROLASE,1356,2.22,153276,291,2.79,55.97,5
HYDROLASE,452,2.23,51439.22,291,2.43,49.42,5
HYDROLASE,452,2.3,51598.2,291,2.91,57.7,5
HYDROLASE,1204,2,138008.78,291,2.25,45.26,5
HYDROLASE,371,2.5,38829.15,291,2.6,29,5
HYDROLASE,367,2.1,38569.87,291,2.6,52.67,5
HYDROLASE,1204,1.55,137584.12,291,2.26,45.56,5
HYDROLASE,1204,1.75,137083.38,291,2.26,45.48,5
HYDROLASE,1204,1.75,138000.72,291,2.29,46.21,5
HYDROLASE,1204,2.1,138000.72,291,2.28,46.03,5
HYDROLASE,1204,1.8,137207.52,291,2.25,45.4,5
HYDROLASE,1204,1.65,137792.42,291,2.24,45.19,5
HYDROLASE,1204,1.65,137239.77,291,2.27,45.85,5
HYDROLASE,1204,1.8,137127.56,291,2.28,45.94,5
HYDROLASE,1204,1.7,137239.77,291,2.27,45.85,5
HYDROLASE,1204,1.95,137239.77,291,2.28,45.99,5
HYDROLASE,1204,1.85,137760.17,291,2.22,44.67,5
HYDROLASE,1204,1.5,137207.52,291,2.26,45.69,5
HYDROLASE,1204,1.8,138104.88,291,2.29,46.18,5
HYDROLASE,437,2.6,48409.16,291,2.88,57.2,5
HYDROLASE,1206,2.11,136353.8,292,3.12,60.62,5
HYDROLASE,198,1.8,22455.06,292,2.11,41.83,5
HYDROLASE,532,2,59891.98,292,2.54,51.58,5
HYDROLASE,816,2.77,86873.33,292,4.01,69.34,5
HYDROLASE,382,2.48,43355.53,292,2.2,44,5
HYDROLASE,156,1.6,18193.35,292,1.8,31.61,5
HYDROLASE,1030,2.28,114690.22,292,2.28,45.94,5
HYDROLASE,274,1.5,30215.79,292,2.53,51.39,5
HYDROLASE,1436,2.15,162455.22,292,2.46,50,5
HYDROLASE,382,2,42707.55,277,2.97,59,5
HYDROLASE,1272,2,143490.72,277,2.46,50.09,5
HYDROLASE,141,1.5,17166.25,277,2.06,40.22,5
HYDROLASE,141,1.8,17014.11,277,1.94,36.72,5
HYDROLASE,440,2,50090.29,277,2.16,49.9,5
HYDROLASE,262,2.8,30872.97,277,2.17,43.29,5
HYDROLASE,440,1.5,49816.09,277,2.8,56.14,5
HYDROLASE,660,1.9,74375.66,277,3.86,68.11,5
HYDROLASE,220,1.45,25417.73,277,2.12,42.03,5
HYDROLASE,652,2.7,72912.33,277,2.65,53.58,5
HYDROLASE,662,2.7,74326.98,277,2.58,52.27,5
HYDROLASE,652,2.8,73615.76,277,2.63,53.19,5
HYDROLASE,329,2.16,34178.11,277,1.92,35.77,5
HYDROLASE,487,2,51946.24,277,2.61,52.85,5
HYDROLASE,487,1.55,52903.09,277,2.6,52.72,5
HYDROLASE,488,2.02,52541.84,277,2.52,51.25,5
HYDROLASE,487,2,52672.87,277,2.61,52.92,5
HYDROLASE,487,1.8,53119.18,277,2.54,51.58,5
HYDROLASE,316,1.9,36448.2,277,2.19,43.89,5
HYDROLASE,1978,1.75,218453.11,277,2.87,57.09,5
HYDROLASE,471,2.5,54061.35,277,2.27,45.88,5
HYDROLASE,1016,2.3,112888.05,277,2.74,55.06,5
HYDROLASE,1192,1.9,140082.8,277,2.22,44.53,5
HYDROLASE,308,1.9,36269.65,277,2.25,45.45,5
HYDROLASE,308,2.6,35663.14,277,2.26,45.61,5
HYDROLASE,308,2.25,35717.16,277,2.3,46.51,5
HYDROLASE,1304,2.2,138967.75,277,3.74,65,5
HYDROLASE,1072,2.7,122504.12,277,2.78,55.75,5
HYDROLASE,612,2.22,70838.23,277,2.14,42.44,5
HYDROLASE,620,1.45,70855.93,277,2.36,47.78,5
HYDROLASE,1140,2.1,126234.07,277,2.33,47.34,5
HYDROLASE,4032,2.3,459886.31,277,2.33,47.32,5
HYDROLASE,208,1.65,22912.19,293,2.09,41.27,5
HYDROLASE,434,1.6,46330.75,293,2.08,40.9,5
HYDROLASE,464,1.5,53037.68,293,1.75,30,5
HYDROLASE,564,1.7,63002.47,293,2.57,52.22,5
HYDROLASE,564,1.7,63488.19,293,2.56,52,5
HYDROLASE,530,2.5,61505.48,293,3.56,65.47,5
HYDROLASE,296,1.86,33137.73,293,2.92,57.49,5
HYDROLASE,338,1.8,36651.13,293,2.31,45,5
HYDROLASE,335,0.96,35314.42,293,1.61,44.69,5
HYDROLASE,679,1.7,79776.45,293,2.84,56.69,5
HYDROLASE,679,1.85,79784.46,293,2.85,56.78,5
HYDROLASE,679,1.75,80176.81,293,2.84,56.69,5
HYDROLASE,335,1,35347.36,293,1.65,45.05,5
HYDROLASE,335,1.15,35518.51,293,1.66,45.22,5
HYDROLASE,679,1.5,80376.98,293,2.53,51.3,5
HYDROLASE,240,2.2,26635.71,293,2.18,43.5,5
HYDROLASE,679,1.9,79222.93,293,2.85,56.81,5
HYDROLASE,679,1.65,79786.41,293,2.88,57.54,5
HYDROLASE,679,2,79037.76,293,2.83,56.51,5
HYDROLASE,8592,2.8,949016.19,293,2.82,56.44,5
HYDROLASE,752,2.5,84491.75,293,2.64,52.99,5
HYDROLASE,224,1.23,22418.61,293,1.83,32.67,5
HYDROLASE,224,0.85,22663.89,293,1.97,37.52,5
HYDROLASE,224,0.8,22567.82,293,1.97,37.56,5
HYDROLASE,224,1.23,22546.8,293,1.84,33.27,5
HYDROLASE,798,2.6,87637.02,293,2.45,49.76,5
HYDROLASE,172,1.3,19916.27,293,3.49,64.71,5
HYDROLASE,1026,1.9,119209.53,293,3,60,5
HYDROLASE,285,2.2,32549.44,293,2.49,50.54,5
HYDROLASE,170,1.76,19287.91,293,2.36,47.55,5
HYDROLASE,328,2.3,37351.74,293,2.2,44.21,5
HYDROLASE,227,1.1,22503.83,293,2,38.43,5
HYDROLASE,224,0.84,22584.74,293,1.98,37.94,5
HYDROLASE,1232,2.9,144782.86,293,2.81,56.19,5
HYDROLASE,1228,2.9,144094.17,293,2.9,57.3,5
HYDROLASE,286,1.55,31594.25,293,1.87,34.2,5
HYDROLASE,286,2.1,31564.23,293,1.86,34.03,5
HYDROLASE,99,2.02,11468.59,293,2.2,44.4,5
HYDROLASE,532,1.9,64424.03,293,2.05,39.95,5
HYDROLASE,323,2.1,36800.96,293,2.52,51.2,5
HYDROLASE,287,2.2,32750.64,293,2.59,52.52,5
HYDROLASE,872,1.85,95069.86,293,2.76,55.43,5
HYDROLASE,2004,2.5,223885.98,293,2.45,49.74,5
HYDROLASE,287,2.3,32745.69,293,2.56,51.95,5
HYDROLASE,287,2.3,32745.69,293,2.58,52.31,5
HYDROLASE,287,2.1,32816.77,293,2.5,50.78,5
HYDROLASE,450,1.9,50983.09,293,2.74,55.14,5
HYDROLASE,450,1.6,51037.43,293,2.79,55.95,5
HYDROLASE,450,1.95,50873.24,293,2.77,55.61,5
HYDROLASE,450,2,50934.93,293,2.75,55.32,5
HYDROLASE,164,1.59,17908.18,293,1.83,32.69,5
HYDROLASE,1164,2,127158.09,293,2.18,43.62,5
HYDROLASE,1164,2.01,126819.77,293,2.21,44.35,5
HYDROLASE,240,1.8,26196.45,293,2.1,40.8,5
HYDROLASE,402,2.1,46521.04,293,2.24,45.09,5
HYDROLASE,402,2.1,46616.84,293,2.18,43.58,5
HYDROLASE,402,2.1,46634.87,293,2.14,42.52,5
HYDROLASE,820,2.3,92538.34,293,2.58,52.35,5
HYDROLASE,396,2.3,44399.53,293,2.81,56.27,5
HYDROLASE,396,2.3,44142.71,293,2.82,56.37,5
HYDROLASE,99,1.2,10935.97,293,2.55,51.85,5
HYDROLASE,786,2,84565.41,293,3.26,62.32,5
HYDROLASE,384,1.88,40542.09,293,2.01,38.79,5
HYDROLASE,270,1.58,29275.2,293,1.89,35,5
HYDROLASE,3900,2.2,415058.81,293,3.05,59.7,5
HYDROLASE,656,1.4,73290.49,293,2,38.56,5
HYDROLASE,272,1.5,32381.94,293,2.77,55.61,5
HYDROLASE,450,1.95,51950.01,293,4.29,71.31,5
HYDROLASE,559,2.4,65367.56,293,3.39,63.69,5
HYDROLASE,183,2.35,20841.97,293,5.48,77.56,5
HYDROLASE,405,1.9,45614.35,293,2.83,56.49,5
HYDROLASE,1248,2.1,136662.36,293,2.24,45.19,5
HYDROLASE,537,2.66,59794.81,293,2.28,46,5
HYDROLASE,240,0.94,26578.66,293,2.04,39.66,5
HYDROLASE,287,1.8,32814.75,293,2.58,52.31,5
HYDROLASE,502,1.95,58947.31,293,2.85,56.81,5
HYDROLASE,684,1.84,77440.17,293,2.63,53.29,5
HYDROLASE,198,1.7,21539.47,293,2.14,42.48,5
HYDROLASE,422,2.5,48156.75,293,2.73,54.97,5
HYDROLASE,156,1.9,17992.57,293,2.67,54,5
HYDROLASE,550,1.25,63897.82,293,2.33,47.23,5
HYDROLASE,327,2.15,36794.92,293,3.29,62.6,5
HYDROLASE,327,2,37000.61,293,3.26,62.33,5
HYDROLASE,327,2.09,36676.76,293,3.25,62.18,5
HYDROLASE,327,2.8,36831.83,293,3.27,62.38,5
HYDROLASE,632,2.8,72523.16,293,2.16,43.05,5
HYDROLASE,2328,2.5,252984.62,293,4.52,72.79,5
HYDROLASE,299,1.28,35212.93,293,2.58,52.3,5
HYDROLASE,624,2.86,71188.24,293,3.05,59.74,5
HYDROLASE,234,1.9,26182.18,293,2.73,54.87,5
HYDROLASE,536,1.25,60552.74,293,2.16,43.06,5
HYDROLASE,99,2.72,10766.8,293,2.45,49.75,5
HYDROLASE,137,2.65,15310.38,293,2.51,51.01,5
HYDROLASE,1004,2.2,114136.27,293,2.43,49.43,5
HYDROLASE,1004,2.81,114010.26,293,2.39,48.49,5
HYDROLASE,1024,2.07,118796.57,293,1.99,38.05,5
HYDROLASE,369,2.3,41167.95,293,2.11,41.8,5
HYDROLASE,369,2.3,41501.05,293,2.12,42.07,5
HYDROLASE,162,1.46,18761.17,293,2.08,40.95,5
HYDROLASE,1716,1.9,189035.89,293,2.05,39.94,5
HYDROLASE,2596,2.3,288872.75,293,2.15,42.72,5
HYDROLASE,1072,2.2,118927.38,293,2.22,44.56,5
HYDROLASE,410,1.49,45369.37,293,2.74,55.1,5
HYDROLASE,3584,2.28,422739.16,293,3.81,67.76,5
HYDROLASE,3584,2.3,419833.03,293,3.84,67.96,5
HYDROLASE,3584,2.19,421650.16,293,3.8,67.61,5
HYDROLASE,170,1.7,19984.55,293,1.92,35.91,5
HYDROLASE,323,1.6,37699.46,293,2.48,50.47,5
HYDROLASE,248,2,30137.52,293,2.01,38.71,5
HYDROLASE,1056,1.76,119207.58,293,2.26,45.53,5
HYDROLASE,709,1.93,81417.99,293,3.23,61.9,5
HYDROLASE,349,1.45,37699.52,293,2.51,50.95,5
HYDROLASE,344,2.1,42953.3,293,3.16,61.06,5
HYDROLASE,1716,2,205034.75,293,2.39,48.46,5
HYDROLASE,692,2.01,80809.45,293,2.24,45.07,5
HYDROLASE,688,1.7,77571.37,293,2.49,50.7,5
HYDROLASE,688,1.8,77756.68,293,2.49,50.7,5
HYDROLASE,688,1.8,79433.02,293,2.49,50.7,5
HYDROLASE,688,1.7,79254.95,293,2.49,50.7,5
HYDROLASE,688,1.8,77810.56,293,2.49,50.7,5
HYDROLASE,688,1.8,77844.74,293,2.49,50.7,5
